Date,spy_close,xlb_close,xlc_close,xle_close,xlf_close,xli_close,xlk_close,xlp_close,xlre_close,xlu_close,xlv_close,xly_close,xlb_beta,xlc_beta,xle_beta,xlf_beta,xli_beta,xlk_beta,xlp_beta,xlre_beta,xlu_beta,xlv_beta,xly_beta
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-0.007572161221448326,-0.016144972995338014,-0.006450450300554023,-0.0029712674261714866,-0.010617804585508206,-0.0019274832810970421,-0.011243199191145914,-0.0016005045964538889,0.007325965335254425,0.0020372422864356476,-0.00871441002248352,-0.008510013907794156,,,,,,,,,,,
2020-01-06,0.0038150157702996346,-0.004353710106155484,0.013355635538334631,0.00778145521109419,-0.0006503694194635035,0.0003621126591690782,0.00238249541104274,0.002083960661829032,0.00025964608671125156,0.0009383957331645654,0.006222872853464123,0.002781549820534135,,,,,,,,,,,
2020-01-07,-0.0028118076000850367,-0.0011772434729121484,0.0012813104575044587,-0.002628550705880417,-0.006508302316826975,-0.0020511980365792715,-0.0004321815149105346,-0.0076787353433691585,-0.010906197084395441,-0.001406243857578704,-0.001963302616969198,-0.0015850481499083413,,,,,,,,,,,
2020-01-08,0.005329581928577687,0.00353595768618975,0.0071298042728891176,-0.016471786892759965,0.006550937800491319,0.0033853769896805552,0.010700454177448693,0.003707834813482025,0.004988193690076637,-0.00046938795933670896,0.006491613535070773,0.0030163604097630525,,,,,,,,,,,
2020-01-09,0.006780594633938097,0.003691281329966989,0.005264170621096298,0.007369026366248255,0.006182874682130635,0.004217304632698093,0.011335636591041975,0.007067227954889566,-0.00026123871123973075,0.005479025887690225,0.004299729633671978,0.005302298801410199,,,,,,,,,,,
2020-01-10,-0.0028777116337850295,-0.004012036945379882,-0.003972577266662336,-0.0056525876414006415,-0.007438531120901426,-0.007079370392149675,-0.0023263152183882196,-0.0006380166767904205,0.009668157214407502,0.002646753301753124,0.00029197607377673407,-0.005431788992412034,,,,,,,,,,,
2020-01-13,0.006877356634087617,0.012923789212122117,0.009427127841290961,0.00033444905468416053,0.006842573979604083,0.00821749595777832,0.012506662316297046,0.006543249047323396,0.012163527638851646,0.006055853948276457,-0.0035019444226102037,0.003166020982451334,,,,,,,,,,,
2020-01-14,-0.0015246019916423936,-0.004142500331522192,-0.0025143643117875314,0.00016707083947009593,-0.0019416991024995278,0.00011989581136928606,-0.00471056131191816,0.0003171064803169088,-0.00485810027318645,0.002932571549001173,0.0060523130834198025,-0.0003155726482170218,,,,,,,,,,,
2020-01-15,0.0022598338301229592,0.006821919623582584,0.004861359308521607,-0.007352887023905685,-0.0055123501154393795,0.0015579979670836686,0.0011569184943942545,0.007132725218653935,0.006937261195902433,0.014004280512048606,0.00863569806701392,-0.0022888508331460056,,,,,,,,,,,
2020-01-16,0.008318381871101899,0.00594946313561695,0.007704696770264974,0.0016834593487573546,0.00880342187493044,0.009931829077814314,0.013446818754727197,0.0026754370605091005,0.008930946948690455,0.00622251038478705,0.005194803853876717,0.008939154906719482,,,,,,,,,,,
2020-01-17,0.003112559363484646,0.004435675730647848,0.007823592574337956,-0.006386590931689806,0.0029088452607344273,0.00011851785451888475,0.006737826951037418,0.0017265954839460473,0.001264472568458741,0.00693821990307697,0.0,0.003528269040717902,,,,,,,,,,,
2020-01-21,-0.001958155126574934,-0.0107949152028185,-0.0008821200740224411,-0.017929580991781102,-0.00837900587569973,-0.011017666267403303,-0.00041188961705718174,0.0034471788655587865,0.010103685113802996,0.009137160950511314,0.0010527850379355996,-0.0030470982156227677,,,,,,,,,,,
2020-01-22,0.00012073115081423502,-0.0039681914809857055,-0.000529806889678186,-0.009645221004855431,0.0029249788253162823,-0.005270781956072779,0.0036052822278633823,0.0007807283742822246,-0.008002078197265727,0.003117081692314949,0.0012428986642540885,-0.00047019865202113653,,,,,,,,,,,
2020-01-23,0.0011468537999039796,-0.0011620639694254198,-0.004063622964133318,-0.003826126591138901,-0.0025923915418137877,0.010838153232613168,0.004721344633914049,-0.0009361790926946112,0.009579042016355732,0.00887840370260351,-0.005060731856755818,0.0014897630186407884,,,,,,,,,,,
2020-01-24,-0.008893088513441838,-0.007146369646389594,-0.012063148008149005,-0.011522330012473603,-0.012670623531111591,-0.004646152662442171,-0.004699158288146266,-0.006871746531860956,-0.0014980640130400902,0.0026400587980730528,-0.01669860273919388,-0.013935729017734655,,,,,,,,,,,
2020-01-27,-0.016029365025121978,-0.02159361637052759,-0.015622158950988618,-0.027728711344168655,-0.015465586675529552,-0.018910807848126043,-0.023811933997522683,-0.003145133712527226,-0.0042511550986374935,-0.002486792192502807,-0.007612774268593969,-0.014926527822719193,,,,,,,,,,,
2020-01-28,0.01047912132291584,0.011291721362204798,0.01149217545771175,0.004541353864996545,0.01169786893421132,0.006465689878379477,0.01913574816467789,0.0012620227151984853,0.0025112591157288033,0.0041061306397285335,0.004917428370440291,0.009752539904801072,,,,,,,,,,,
2020-01-29,-0.0008259997992283719,0.003214295389692312,-0.0016231062667894092,-0.010488194178602583,-0.001651801575127565,0.005333392978463358,0.002579118782752854,-0.005041728085426023,-0.005260443458079189,0.0026288770421796226,-0.0027402697278336996,-0.0005587033187466339,,,,,,,,,,,
2020-01-30,0.003245359050093155,-0.006239426943323245,-0.010115593255967115,0.00804087591365743,0.01257450067829291,0.0010850664268302612,0.00864371052629509,0.01187645829685624,0.002266384200175109,0.009322697679242653,-0.007261960767024456,-0.0016771693848011138,,,,,,,,,,,
2020-01-31,-0.018157882114707702,-0.022060049210152144,-0.01624089859981037,-0.031182011031451573,-0.020915096115126652,-0.02312413586252804,-0.027443290938427234,-0.011267612229726276,-0.01432163089550198,-0.004473998263114454,-0.019968468844321685,0.0025599685198696154,,,,,,,,,,,
2020-02-03,0.007428522522905823,0.020996010618715033,0.011871652380794906,-0.013098765468138374,0.007009363495222187,-0.0003698808191295866,0.01321717847044468,0.0,0.0010196501114922984,0.0031893287183579755,0.009078146247423424,0.007101831643810508,,,,,,,,,,,
